,vertex,moves,neighbors
166,"[['l7', 'l4', 'r1', 'u6', 'u5', 'u4', 'u3', 'u2', 'u1'], ['d7', 'r2', 'r3', 'd8', 'l5', 'l6', 'd9', 'l8', 'l9'], ['b1', 'b2', 'b3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['l1', 'l2', 'u9', 'r4', 'r5', 'u8', 'r7', 'r8', 'u7'], ['f3', 'b6', 'b9', 'f2', 'b5', 'b8', 'f1', 'b4', 'b7'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'r9', 'r6', 'l3']]","['u', 'u', 'bp']","[['l7', 'l4', 'r1', 'u6', 'u5', 'u4', 'u3', 'u2', 'u1'], ['d7', 'r2', 'r3', 'd8', 'l5', 'l6', 'd9', 'l8', 'l9'], ['b1', 'b2', 'b3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['l1', 'l2', 'u9', 'r4', 'r5', 'u8', 'r7', 'r8', 'u7'], ['f3', 'b6', 'b9', 'f2', 'b5', 'b8', 'f1', 'b4', 'b7'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'r9', 'r6', 'l3']]"
167,"[['u9', 'u8', 'u7', 'u6', 'u5', 'u4', 'u3', 'u2', 'u1'], ['r1', 'r2', 'r3', 'l4', 'l5', 'l6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'f4', 'f5', 'f6', 'r7', 'r8', 'r9'], ['l1', 'l2', 'l3', 'r4', 'r5', 'r6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'f3', 'b4', 'b5', 'b6', 'l7', 'l8', 'l9'], ['d3', 'd6', 'd9', 'd2', 'd5', 'd8', 'd1', 'd4', 'd7']]","['u', 'u', 'dp']","[['u9', 'u8', 'u7', 'u6', 'u5', 'u4', 'u3', 'u2', 'u1'], ['r1', 'r2', 'r3', 'l4', 'l5', 'l6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'f4', 'f5', 'f6', 'r7', 'r8', 'r9'], ['l1', 'l2', 'l3', 'r4', 'r5', 'r6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'f3', 'b4', 'b5', 'b6', 'l7', 'l8', 'l9'], ['d3', 'd6', 'd9', 'd2', 'd5', 'd8', 'd1', 'd4', 'd7']]"
168,"[['l3', 'b6', 'b9', 'u6', 'u5', 'u4', 'u3', 'u2', 'u1'], ['u7', 'r2', 'r3', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['b1', 'b2', 'b3', 'u8', 'f5', 'f6', 'u9', 'f8', 'f9'], ['l1', 'l2', 'd7', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l7', 'l4', 'f1', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['r1', 'd2', 'd3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]","['u', 'l', 'u']","[['l3', 'b6', 'b9', 'u6', 'u5', 'u4', 'u3', 'u2', 'u1'], ['u7', 'r2', 'r3', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['b1', 'b2', 'b3', 'u8', 'f5', 'f6', 'u9', 'f8', 'f9'], ['l1', 'l2', 'd7', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l7', 'l4', 'f1', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['r1', 'd2', 'd3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]"
169,"[['d1', 'u4', 'u1', 'd4', 'u5', 'u2', 'd7', 'u6', 'u3'], ['l9', 'l8', 'l7', 'l6', 'l5', 'l4', 'f3', 'f2', 'f1'], ['b9', 'r2', 'r3', 'b6', 'f5', 'f6', 'l3', 'f8', 'f9'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l1', 'l2', 'f7', 'b4', 'b5', 'f4', 'b7', 'b8', 'r1'], ['u7', 'd2', 'd3', 'u8', 'd5', 'd6', 'u9', 'd8', 'd9']]","['u', 'l', 'l']","[['d1', 'u4', 'u1', 'd4', 'u5', 'u2', 'd7', 'u6', 'u3'], ['l9', 'l8', 'l7', 'l6', 'l5', 'l4', 'f3', 'f2', 'f1'], ['b9', 'r2', 'r3', 'b6', 'f5', 'f6', 'l3', 'f8', 'f9'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l1', 'l2', 'f7', 'b4', 'b5', 'f4', 'b7', 'b8', 'r1'], ['u7', 'd2', 'd3', 'u8', 'd5', 'd6', 'u9', 'd8', 'd9']]"
170,"[['b9', 'u4', 'u1', 'b6', 'u5', 'u2', 'f3', 'f2', 'f1'], ['l7', 'l4', 'r1', 'l8', 'l5', 'd2', 'l9', 'l6', 'd3'], ['u9', 'u8', 'u7', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['l3', 'b2', 'b3', 'u6', 'r5', 'r6', 'u3', 'r8', 'r9'], ['l1', 'l2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['r7', 'r4', 'b1', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]","['u', 'l', 'f']","[['b9', 'u4', 'u1', 'b6', 'u5', 'u2', 'f3', 'f2', 'f1'], ['l7', 'l4', 'r1', 'l8', 'l5', 'd2', 'l9', 'l6', 'd3'], ['u9', 'u8', 'u7', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['l3', 'b2', 'b3', 'u6', 'r5', 'r6', 'u3', 'r8', 'r9'], ['l1', 'l2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['r7', 'r4', 'b1', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]"
171,"[['b9', 'u4', 'r3', 'b6', 'u5', 'f6', 'l3', 'u6', 'f9'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['u7', 'r2', 'd3', 'u8', 'f5', 'd6', 'u9', 'f8', 'd9'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['u3', 'l2', 'd7', 'u2', 'b5', 'd4', 'u1', 'b8', 'd1'], ['r1', 'd2', 'b7', 'f4', 'd5', 'b4', 'f7', 'd8', 'l1']]","['u', 'l', 'r']","[['b9', 'u4', 'r3', 'b6', 'u5', 'f6', 'l3', 'u6', 'f9'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['u7', 'r2', 'd3', 'u8', 'f5', 'd6', 'u9', 'f8', 'd9'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['u3', 'l2', 'd7', 'u2', 'b5', 'd4', 'u1', 'b8', 'd1'], ['r1', 'd2', 'b7', 'f4', 'd5', 'b4', 'f7', 'd8', 'l1']]"
172,"[['b3', 'r6', 'r9', 'b6', 'u5', 'u2', 'l3', 'u6', 'u3'], ['u1', 'l4', 'f1', 'u4', 'l5', 'f2', 'b9', 'l6', 'f3'], ['u7', 'r2', 'r3', 'u8', 'f5', 'f6', 'u9', 'f8', 'f9'], ['b1', 'b2', 'd9', 'r4', 'r5', 'd8', 'r7', 'r8', 'f7'], ['b7', 'b4', 'l1', 'b8', 'b5', 'l2', 'd1', 'd4', 'd7'], ['r1', 'd2', 'd3', 'f4', 'd5', 'd6', 'l7', 'l8', 'l9']]","['u', 'l', 'b']","[['b3', 'r6', 'r9', 'b6', 'u5', 'u2', 'l3', 'u6', 'u3'], ['u1', 'l4', 'f1', 'u4', 'l5', 'f2', 'b9', 'l6', 'f3'], ['u7', 'r2', 'r3', 'u8', 'f5', 'f6', 'u9', 'f8', 'f9'], ['b1', 'b2', 'd9', 'r4', 'r5', 'd8', 'r7', 'r8', 'f7'], ['b7', 'b4', 'l1', 'b8', 'b5', 'l2', 'd1', 'd4', 'd7'], ['r1', 'd2', 'd3', 'f4', 'd5', 'd6', 'l7', 'l8', 'l9']]"
173,"[['b9', 'u4', 'u1', 'b6', 'u5', 'u2', 'l3', 'u6', 'u3'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'b7', 'b8', 'd1'], ['u7', 'r2', 'r3', 'u8', 'f5', 'f6', 'l9', 'l6', 'f3'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'u9', 'f8', 'f9'], ['l1', 'l2', 'd7', 'b4', 'b5', 'd4', 'r7', 'r8', 'r9'], ['f7', 'f4', 'r1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['u', 'l', 'd']","[['b9', 'u4', 'u1', 'b6', 'u5', 'u2', 'l3', 'u6', 'u3'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'b7', 'b8', 'd1'], ['u7', 'r2', 'r3', 'u8', 'f5', 'f6', 'l9', 'l6', 'f3'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'u9', 'f8', 'f9'], ['l1', 'l2', 'd7', 'b4', 'b5', 'd4', 'r7', 'r8', 'r9'], ['f7', 'f4', 'r1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
174,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'b9', 'b6', 'l3'], ['l1', 'l2', 'd7', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['l7', 'l4', 'f1', 'u8', 'f5', 'f6', 'u9', 'f8', 'f9'], ['u7', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['r1', 'd2', 'd3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]","['u', 'l', 'up']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'b9', 'b6', 'l3'], ['l1', 'l2', 'd7', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['l7', 'l4', 'f1', 'u8', 'f5', 'f6', 'u9', 'f8', 'f9'], ['u7', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['r1', 'd2', 'd3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]"
175,"[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['u', 'l', 'lp']","[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
176,"[['b9', 'u4', 'u1', 'b6', 'u5', 'u2', 'b1', 'r4', 'r7'], ['l7', 'l4', 'u3', 'l8', 'l5', 'u6', 'l9', 'l6', 'l3'], ['r3', 'f6', 'f9', 'r2', 'f5', 'f8', 'u7', 'u8', 'u9'], ['d3', 'b2', 'b3', 'd2', 'r5', 'r6', 'r1', 'r8', 'r9'], ['l1', 'l2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['f1', 'f2', 'f3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]","['u', 'l', 'fp']","[['b9', 'u4', 'u1', 'b6', 'u5', 'u2', 'b1', 'r4', 'r7'], ['l7', 'l4', 'u3', 'l8', 'l5', 'u6', 'l9', 'l6', 'l3'], ['r3', 'f6', 'f9', 'r2', 'f5', 'f8', 'u7', 'u8', 'u9'], ['d3', 'b2', 'b3', 'd2', 'r5', 'r6', 'r1', 'r8', 'r9'], ['l1', 'l2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['f1', 'f2', 'f3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]"
177,"[['b9', 'u4', 'b7', 'b6', 'u5', 'b4', 'l3', 'u6', 'l1'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['u7', 'r2', 'u1', 'u8', 'f5', 'u2', 'u9', 'f8', 'u3'], ['b3', 'r6', 'r9', 'b2', 'r5', 'r8', 'b1', 'r4', 'r7'], ['d9', 'l2', 'd7', 'd6', 'b5', 'd4', 'd3', 'b8', 'd1'], ['r1', 'd2', 'r3', 'f4', 'd5', 'f6', 'f7', 'd8', 'f9']]","['u', 'l', 'rp']","[['b9', 'u4', 'b7', 'b6', 'u5', 'b4', 'l3', 'u6', 'l1'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['u7', 'r2', 'u1', 'u8', 'f5', 'u2', 'u9', 'f8', 'u3'], ['b3', 'r6', 'r9', 'b2', 'r5', 'r8', 'b1', 'r4', 'r7'], ['d9', 'l2', 'd7', 'd6', 'b5', 'd4', 'd3', 'b8', 'd1'], ['r1', 'd2', 'r3', 'f4', 'd5', 'f6', 'f7', 'd8', 'f9']]"
178,"[['l9', 'l8', 'l7', 'b6', 'u5', 'u2', 'l3', 'u6', 'u3'], ['f7', 'l4', 'f1', 'd8', 'l5', 'f2', 'd9', 'l6', 'f3'], ['u7', 'r2', 'r3', 'u8', 'f5', 'f6', 'u9', 'f8', 'f9'], ['b1', 'b2', 'b9', 'r4', 'r5', 'u4', 'r7', 'r8', 'u1'], ['d7', 'd4', 'd1', 'l2', 'b5', 'b8', 'l1', 'b4', 'b7'], ['r1', 'd2', 'd3', 'f4', 'd5', 'd6', 'r9', 'r6', 'b3']]","['u', 'l', 'bp']","[['l9', 'l8', 'l7', 'b6', 'u5', 'u2', 'l3', 'u6', 'u3'], ['f7', 'l4', 'f1', 'd8', 'l5', 'f2', 'd9', 'l6', 'f3'], ['u7', 'r2', 'r3', 'u8', 'f5', 'f6', 'u9', 'f8', 'f9'], ['b1', 'b2', 'b9', 'r4', 'r5', 'u4', 'r7', 'r8', 'u1'], ['d7', 'd4', 'd1', 'l2', 'b5', 'b8', 'l1', 'b4', 'b7'], ['r1', 'd2', 'd3', 'f4', 'd5', 'd6', 'r9', 'r6', 'b3']]"
179,"[['b9', 'u4', 'u1', 'b6', 'u5', 'u2', 'l3', 'u6', 'u3'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'u9', 'f8', 'f9'], ['u7', 'r2', 'r3', 'u8', 'f5', 'f6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'b7', 'b8', 'd1'], ['l1', 'l2', 'd7', 'b4', 'b5', 'd4', 'l9', 'l6', 'f3'], ['d3', 'd6', 'd9', 'd2', 'd5', 'd8', 'r1', 'f4', 'f7']]","['u', 'l', 'dp']","[['b9', 'u4', 'u1', 'b6', 'u5', 'u2', 'l3', 'u6', 'u3'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'u9', 'f8', 'f9'], ['u7', 'r2', 'r3', 'u8', 'f5', 'f6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'b7', 'b8', 'd1'], ['l1', 'l2', 'd7', 'b4', 'b5', 'd4', 'l9', 'l6', 'f3'], ['d3', 'd6', 'd9', 'd2', 'd5', 'd8', 'r1', 'f4', 'f7']]"
180,"[['l9', 'u8', 'u7', 'l6', 'u5', 'u4', 'f3', 'u2', 'u1'], ['f7', 'f4', 'r1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['u9', 'b2', 'b3', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['l1', 'l2', 'l3', 'u6', 'r5', 'r6', 'u3', 'r8', 'r9'], ['f1', 'f2', 'd1', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['r7', 'r4', 'b1', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['u', 'f', 'u']","[['l9', 'u8', 'u7', 'l6', 'u5', 'u4', 'f3', 'u2', 'u1'], ['f7', 'f4', 'r1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['u9', 'b2', 'b3', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['l1', 'l2', 'l3', 'u6', 'r5', 'r6', 'u3', 'r8', 'r9'], ['f1', 'f2', 'd1', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['r7', 'r4', 'b1', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
181,"[['b9', 'u4', 'u1', 'b6', 'u5', 'u2', 'l3', 'l6', 'f3'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'd3', 'd2', 'd1'], ['u7', 'f4', 'r1', 'u8', 'f5', 'r2', 'l9', 'f6', 'r3'], ['u9', 'b2', 'b3', 'u6', 'r5', 'r6', 'u3', 'r8', 'r9'], ['l1', 'l2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'r7'], ['f7', 'r4', 'b1', 'f8', 'd5', 'd6', 'f9', 'd8', 'd9']]","['u', 'f', 'l']","[['b9', 'u4', 'u1', 'b6', 'u5', 'u2', 'l3', 'l6', 'f3'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'd3', 'd2', 'd1'], ['u7', 'f4', 'r1', 'u8', 'f5', 'r2', 'l9', 'f6', 'r3'], ['u9', 'b2', 'b3', 'u6', 'r5', 'r6', 'u3', 'r8', 'r9'], ['l1', 'l2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'r7'], ['f7', 'r4', 'b1', 'f8', 'd5', 'd6', 'f9', 'd8', 'd9']]"
182,"[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'd3', 'd2', 'd1'], ['f1', 'f2', 'r7', 'l4', 'l5', 'r4', 'l7', 'l8', 'b1'], ['f9', 'f8', 'f7', 'f6', 'f5', 'f4', 'r3', 'r2', 'r1'], ['l9', 'b2', 'b3', 'l6', 'r5', 'r6', 'f3', 'r8', 'r9'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['u3', 'u6', 'u9', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['u', 'f', 'f']","[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'd3', 'd2', 'd1'], ['f1', 'f2', 'r7', 'l4', 'l5', 'r4', 'l7', 'l8', 'b1'], ['f9', 'f8', 'f7', 'f6', 'f5', 'f4', 'r3', 'r2', 'r1'], ['l9', 'b2', 'b3', 'l6', 'r5', 'r6', 'f3', 'r8', 'r9'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['u3', 'u6', 'u9', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
183,"[['u7', 'u4', 'r1', 'u8', 'u5', 'r2', 'l9', 'l6', 'r3'], ['f1', 'f2', 'd1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['f7', 'f4', 'b1', 'f8', 'f5', 'd6', 'f9', 'f6', 'd9'], ['u3', 'u6', 'u9', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['f3', 'l2', 'l3', 'u2', 'b5', 'b6', 'u1', 'b8', 'b9'], ['r7', 'r4', 'b7', 'd4', 'd5', 'b4', 'd7', 'd8', 'l1']]","['u', 'f', 'r']","[['u7', 'u4', 'r1', 'u8', 'u5', 'r2', 'l9', 'l6', 'r3'], ['f1', 'f2', 'd1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['f7', 'f4', 'b1', 'f8', 'f5', 'd6', 'f9', 'f6', 'd9'], ['u3', 'u6', 'u9', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['f3', 'l2', 'l3', 'u2', 'b5', 'b6', 'u1', 'b8', 'b9'], ['r7', 'r4', 'b7', 'd4', 'd5', 'b4', 'd7', 'd8', 'l1']]"
184,"[['b3', 'r6', 'r9', 'u8', 'u5', 'u2', 'l9', 'l6', 'f3'], ['u1', 'f2', 'd1', 'u4', 'l5', 'd2', 'u7', 'l8', 'd3'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['u9', 'b2', 'd9', 'u6', 'r5', 'd8', 'u3', 'r8', 'd7'], ['b7', 'b4', 'l1', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['r7', 'r4', 'b1', 'd4', 'd5', 'd6', 'f1', 'l4', 'l7']]","['u', 'f', 'b']","[['b3', 'r6', 'r9', 'u8', 'u5', 'u2', 'l9', 'l6', 'f3'], ['u1', 'f2', 'd1', 'u4', 'l5', 'd2', 'u7', 'l8', 'd3'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['u9', 'b2', 'd9', 'u6', 'r5', 'd8', 'u3', 'r8', 'd7'], ['b7', 'b4', 'l1', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['r7', 'r4', 'b1', 'd4', 'd5', 'd6', 'f1', 'l4', 'l7']]"
185,"[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'l9', 'l6', 'f3'], ['f1', 'f2', 'd1', 'l4', 'l5', 'd2', 'b7', 'b8', 'b9'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'l7', 'l8', 'd3'], ['u9', 'b2', 'b3', 'u6', 'r5', 'r6', 'f9', 'f6', 'r3'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'u3', 'r8', 'r9'], ['d7', 'd4', 'r7', 'd8', 'd5', 'r4', 'd9', 'd6', 'b1']]","['u', 'f', 'd']","[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'l9', 'l6', 'f3'], ['f1', 'f2', 'd1', 'l4', 'l5', 'd2', 'b7', 'b8', 'b9'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'l7', 'l8', 'd3'], ['u9', 'b2', 'b3', 'u6', 'r5', 'r6', 'f9', 'f6', 'r3'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'u3', 'r8', 'r9'], ['d7', 'd4', 'r7', 'd8', 'd5', 'r4', 'd9', 'd6', 'b1']]"
186,"[['u1', 'u2', 'f3', 'u4', 'u5', 'l6', 'u7', 'u8', 'l9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['f1', 'f2', 'd1', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['f7', 'f4', 'r1', 'u6', 'r5', 'r6', 'u3', 'r8', 'r9'], ['u9', 'b2', 'b3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['r7', 'r4', 'b1', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['u', 'f', 'up']","[['u1', 'u2', 'f3', 'u4', 'u5', 'l6', 'u7', 'u8', 'l9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['f1', 'f2', 'd1', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['f7', 'f4', 'r1', 'u6', 'r5', 'r6', 'u3', 'r8', 'r9'], ['u9', 'b2', 'b3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['r7', 'r4', 'b1', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
187,"[['f7', 'u4', 'u1', 'f8', 'u5', 'u2', 'f9', 'l6', 'f3'], ['d1', 'd2', 'd3', 'f2', 'l5', 'l8', 'f1', 'l4', 'l7'], ['r7', 'f4', 'r1', 'd4', 'f5', 'r2', 'd7', 'f6', 'r3'], ['u9', 'b2', 'b3', 'u6', 'r5', 'r6', 'u3', 'r8', 'r9'], ['l1', 'l2', 'l9', 'b4', 'b5', 'u8', 'b7', 'b8', 'u7'], ['b9', 'r4', 'b1', 'b6', 'd5', 'd6', 'l3', 'd8', 'd9']]","['u', 'f', 'lp']","[['f7', 'u4', 'u1', 'f8', 'u5', 'u2', 'f9', 'l6', 'f3'], ['d1', 'd2', 'd3', 'f2', 'l5', 'l8', 'f1', 'l4', 'l7'], ['r7', 'f4', 'r1', 'd4', 'f5', 'r2', 'd7', 'f6', 'r3'], ['u9', 'b2', 'b3', 'u6', 'r5', 'r6', 'u3', 'r8', 'r9'], ['l1', 'l2', 'l9', 'b4', 'b5', 'u8', 'b7', 'b8', 'u7'], ['b9', 'r4', 'b1', 'b6', 'd5', 'd6', 'l3', 'd8', 'd9']]"
188,"[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['u', 'f', 'fp']","[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
189,"[['u7', 'u4', 'b7', 'u8', 'u5', 'b4', 'l9', 'l6', 'l1'], ['f1', 'f2', 'd1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['f7', 'f4', 'u1', 'f8', 'f5', 'u2', 'f9', 'f6', 'f3'], ['b3', 'r6', 'r9', 'b2', 'r5', 'r8', 'u9', 'u6', 'u3'], ['d9', 'l2', 'l3', 'd6', 'b5', 'b6', 'b1', 'b8', 'b9'], ['r7', 'r4', 'r1', 'd4', 'd5', 'r2', 'd7', 'd8', 'r3']]","['u', 'f', 'rp']","[['u7', 'u4', 'b7', 'u8', 'u5', 'b4', 'l9', 'l6', 'l1'], ['f1', 'f2', 'd1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['f7', 'f4', 'u1', 'f8', 'f5', 'u2', 'f9', 'f6', 'f3'], ['b3', 'r6', 'r9', 'b2', 'r5', 'r8', 'u9', 'u6', 'u3'], ['d9', 'l2', 'l3', 'd6', 'b5', 'b6', 'b1', 'b8', 'b9'], ['r7', 'r4', 'r1', 'd4', 'd5', 'r2', 'd7', 'd8', 'r3']]"
